Date,Total Value of Portfolio,Cash on Hand,Shares Owned,Amount in Shares,Unrealised Profit,Realised Profit,Total Growth Rate,Benchmark Growth Rate
2017-05-03,10000.0,10000.0,[],0.0,0.0,0,0.0,0
2017-05-04,10000.0,10000.0,[],0.0,0.0,0,0.0,0.09
2017-05-05,10000.0,10000.0,[],0.0,0.0,0,0.0,0.49
2017-05-08,10000.0,10000.0,[],0.0,0.0,0,0.0,0.5
2017-05-09,10000.0,10000.0,[],0.0,0.0,0,0.0,0.37
2017-05-10,10000.0,10000.0,[],0.0,0.0,0,0.0,0.56
2017-05-11,10000.0,10000.0,[],0.0,0.0,0,0.0,0.35
2017-05-12,10000.0,10000.0,[],0.0,0.0,0,0.0,0.2
2017-05-15,10000.0,10000.0,[],0.0,0.0,0,0.0,0.7
2017-05-16,10000.0,10000.0,[],0.0,0.0,0,0.0,0.68
2017-05-17,10000.0,10000.0,[],0.0,0.0,0,0.0,-1.1
2017-05-18,10000.0,10000.0,[],0.0,0.0,0,0.0,-0.74
2017-05-19,10000.0,10000.0,[],0.0,0.0,0,0.0,-0.12
2017-05-22,10000.0,10000.0,[],0.0,0.0,0,0.0,0.43
2017-05-23,10000.0,10000.0,[],0.0,0.0,0,0.0,0.63
2017-05-24,10000.0,10000.0,[],0.0,0.0,0,0.0,0.87
2017-05-25,10000.0,10000.0,[],0.0,0.0,0,0.0,1.34
2017-05-26,10000.0,10000.0,[],0.0,0.0,0,0.0,1.35
2017-05-30,10000.0,10000.0,[],0.0,0.0,0,0.0,1.25
2017-05-31,10000.0,10000.0,[],0.0,0.0,0,0.0,1.23
2017-06-01,10000.0,10000.0,[],0.0,0.0,0,0.0,2.02
2017-06-02,10000.0,10000.0,[],0.0,0.0,0,0.0,2.34
2017-06-05,10000.0,10000.0,[],0.0,0.0,0,0.0,2.27
2017-06-06,10000.0,10000.0,[],0.0,0.0,0,0.0,1.98
2017-06-07,10000.0,10000.0,[],0.0,0.0,0,0.0,2.15
2017-06-08,10000.0,10000.0,[],0.0,0.0,0,0.0,2.18
2017-06-09,10000.0,10000.0,[],0.0,0.0,0,0.0,2.06
2017-06-12,10000.0,10000.0,[],0.0,0.0,0,0.0,2.02
2017-06-13,10000.0,10000.0,[],0.0,0.0,0,0.0,2.52
2017-06-14,10000.0,10000.0,[],0.0,0.0,0,0.0,2.41
2017-06-15,10000.0,10000.0,[],0.0,0.0,0,0.0,2.21
2017-06-16,10000.0,10000.0,[],0.0,0.0,0,0.0,2.23
2017-06-19,10000.0,10000.0,[],0.0,0.0,0,0.0,3.07
2017-06-20,10000.0,10000.0,[],0.0,0.0,0,0.0,2.39
2017-06-21,10000.0,10000.0,[],0.0,0.0,0,0.0,2.35
2017-06-22,10000.0,10000.0,[],0.0,0.0,0,0.0,2.29
2017-06-23,10000.0,10000.0,[],0.0,0.0,0,0.0,2.47
2017-06-26,10000.0,10000.0,[],0.0,0.0,0,0.0,2.5
2017-06-27,10000.0,10000.0,[],0.0,0.0,0,0.0,1.68
2017-06-28,10000.0,10000.0,[],0.0,0.0,0,0.0,2.58
2017-06-29,10000.0,10000.0,[],0.0,0.0,0,0.0,1.7
2017-06-30,10000.0,10000.0,[],0.0,0.0,0,0.0,1.87
2017-07-03,10000.0,10000.0,[],0.0,0.0,0,0.0,2.09
2017-07-05,10000.0,10000.0,[],0.0,0.0,0,0.0,2.27
2017-07-06,10000.0,10000.0,[],0.0,0.0,0,0.0,1.35
2017-07-07,10000.0,10000.0,[],0.0,0.0,0,0.0,1.99
2017-07-10,10000.0,10000.0,[],0.0,0.0,0,0.0,2.1
2017-07-11,10000.0,10000.0,[],0.0,0.0,0,0.0,2.02
2017-07-12,10000.0,10000.0,[],0.0,0.0,0,0.0,2.79
2017-07-13,10000.0,10000.0,[],0.0,0.0,0,0.0,2.96
2017-07-14,10000.0,10000.0,[],0.0,0.0,0,0.0,3.43
2017-07-17,10000.0,10000.0,[],0.0,0.0,0,0.0,3.44
2017-07-18,10000.0,10000.0,[],0.0,0.0,0,0.0,3.52
2017-07-19,10000.0,10000.0,[],0.0,0.0,0,0.0,4.07
2017-07-20,10000.0,10000.0,[],0.0,0.0,0,0.0,4.1
2017-07-21,10000.0,8114.6,['NFLX'],1885.4,0.0,0,0.0,4.03
2017-07-24,9993.7,8114.6,['NFLX'],1879.1,-6.3,0,-0.06,3.99
2017-07-25,9984.3,8114.6,['NFLX'],1869.7,-15.7,0,-0.16,4.24
2017-07-26,10005.4,8114.6,['NFLX'],1890.8,5.4,0,0.05,4.27
2017-07-27,9941.4,8114.6,['NFLX'],1826.8,-58.6,0,-0.59,4.14
2017-07-28,9955.0,8114.6,['NFLX'],1840.4,-45.0,0,-0.45,4.03
2017-07-31,9931.2,8114.6,['NFLX'],1816.6,-68.8,0,-0.69,3.97
2017-08-01,9934.9,8114.6,['NFLX'],1820.3,-65.1,0,-0.65,4.2
2017-08-02,9922.0,8114.6,['NFLX'],1807.4,-78.0,0,-0.78,4.26
2017-08-03,9906.9,8114.6,['NFLX'],1792.3,-93.1,0,-0.93,4.08
2017-08-04,9917.3,8114.6,['NFLX'],1802.7,-82.7,0,-0.83,4.25
2017-08-07,9927.9,8114.6,['NFLX'],1813.3,-72.1,0,-0.72,4.42
2017-08-08,9898.2,8114.6,['NFLX'],1783.6,-101.8,0,-1.02,4.21
2017-08-09,9872.4,8114.6,['NFLX'],1757.8,-127.6,0,-1.28,4.15
2017-08-10,9806.0,8114.6,['NFLX'],1691.4,-194.0,0,-1.94,2.72
2017-08-11,9828.6,8114.6,['NFLX'],1714.0,-171.4,0,-1.71,2.86
2017-08-14,9824.6,8114.6,['NFLX'],1710.0,-175.4,0,-1.75,3.87
2017-08-15,9799.6,8114.6,['NFLX'],1685.0,-200.4,0,-2.0,3.88
2017-08-16,9814.4,8114.6,['NFLX'],1699.8,-185.6,0,-1.86,4.04
2017-08-17,9775.5,8114.6,['NFLX'],1660.9,-224.5,0,-2.24,2.42
2017-08-18,9780.0,8114.6,['NFLX'],1665.4,-220.0,0,-2.2,2.24
2017-08-21,9782.2,8114.6,['NFLX'],1667.6,-217.8,0,-2.18,2.36
2017-08-22,9808.0,8114.6,['NFLX'],1693.4,-192.0,0,-1.92,3.4
2017-08-23,9805.2,8114.6,['NFLX'],1690.6,-194.8,0,-1.95,3.04
2017-08-24,9795.9,8114.6,['NFLX'],1681.3,-204.1,0,-2.04,2.81
2017-08-25,9774.1,8114.6,['NFLX'],1659.5,-225.9,0,-2.26,3.03
2017-08-28,9785.8,8114.6,['NFLX'],1671.2,-214.2,0,-2.14,3.07
2017-08-29,9802.7,8114.6,['NFLX'],1688.1,-197.3,0,-1.97,3.14
2017-08-30,9861.5,8114.6,['NFLX'],1746.9,-138.5,0,-1.39,3.66
2017-08-31,9861.7,8114.6,['NFLX'],1747.1,-138.3,0,-1.38,4.27
2017-09-01,9862.0,8114.6,['NFLX'],1747.4,-138.0,0,-1.38,4.45
2017-09-05,9859.8,8114.6,['NFLX'],1745.2,-140.2,0,-1.4,3.68
2017-09-06,9907.1,8114.6,['NFLX'],1792.5,-92.9,0,-0.93,4.04
2017-09-07,9904.6,8114.6,['NFLX'],1790.0,-95.4,0,-0.95,4.02
2017-09-08,9878.8,8114.6,['NFLX'],1764.2,-121.2,0,-1.21,3.86
2017-09-11,9932.0,8114.6,['NFLX'],1817.4,-68.0,0,-0.68,4.99
2017-09-12,9966.1,8114.6,['NFLX'],1851.5,-33.9,0,-0.34,5.37
2017-09-13,9951.0,8114.6,['NFLX'],1836.4,-49.0,0,-0.49,5.44
2017-09-14,9940.9,8114.6,['NFLX'],1826.3,-59.1,0,-0.59,5.4
2017-09-15,9938.1,8114.6,['NFLX'],1823.5,-61.9,0,-0.62,5.55
2017-09-18,9960.8,8114.6,['NFLX'],1846.2,-39.2,0,-0.39,5.73
2017-09-19,9971.4,8114.6,['NFLX'],1856.8,-28.6,0,-0.29,5.86
2017-09-20,9969.7,8114.6,['NFLX'],1855.1,-30.3,0,-0.3,5.92
2017-09-21,10002.4,8114.6,['NFLX'],1887.8,2.4,0,0.02,5.62
2017-09-22,9988.1,8114.6,['NFLX'],1873.5,-11.9,0,-0.12,5.6
2017-09-25,9900.1,8114.6,['NFLX'],1785.5,-99.9,0,-1.0,5.45
2017-09-26,9908.4,8114.6,['NFLX'],1793.8,-91.6,0,-0.92,5.48
2017-09-27,9934.3,8114.6,['NFLX'],1819.7,-65.7,0,-0.66,5.9
2017-09-28,9921.6,8114.6,['NFLX'],1807.0,-78.4,0,-0.78,6.02
2017-09-29,9928.1,6167.16,"['NFLX', 'GOOGL']",3760.94,-71.9,0,-0.72,6.4
2017-10-02,9872.2,6167.16,"['NFLX', 'GOOGL']",3705.04,-127.8,0,-1.28,6.85
2017-10-03,9903.22,6167.16,"['NFLX', 'GOOGL']",3736.06,-96.78,0,-0.97,7.06
2017-10-04,9945.22,6167.16,"['NFLX', 'GOOGL']",3778.06,-54.78,0,-0.55,7.21
2017-10-05,10081.44,6167.16,"['NFLX', 'GOOGL']",3914.28,81.44,0,0.81,7.85
2017-10-06,10134.64,6167.16,"['NFLX', 'GOOGL']",3967.48,134.64,0,1.35,7.74
2017-10-09,10120.48,6167.16,"['NFLX', 'GOOGL']",3953.32,120.48,0,1.2,7.56
2017-10-10,10093.56,6167.16,"['NFLX', 'GOOGL']",3926.4,93.56,0,0.94,7.83
2017-10-11,10127.96,6167.16,"['NFLX', 'GOOGL']",3960.8,127.96,0,1.28,8.0
2017-10-12,10137.06,6167.16,"['NFLX', 'GOOGL']",3969.9,137.06,0,1.37,7.84
2017-10-13,10177.8,6167.16,"['NFLX', 'GOOGL']",4010.64,177.8,0,1.78,7.96
2017-10-16,10212.66,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5051.84,212.66,0,2.13,8.13
2017-10-17,10186.75,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5025.93,186.75,0,1.87,8.2
2017-10-18,10138.7,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4977.88,138.7,0,1.39,8.29
2017-10-19,10102.41,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4941.59,102.41,0,1.02,8.35
2017-10-20,10095.47,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4934.65,95.47,0,0.95,8.89
2017-10-23,10022.9,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4862.08,22.9,0,0.23,8.49
2017-10-24,10073.9,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4913.08,73.9,0,0.74,8.64
2017-10-25,10054.35,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4893.53,54.35,0,0.54,8.12
2017-10-26,10068.19,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4907.37,68.19,0,0.68,8.22
2017-10-27,10324.51,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5163.69,324.51,0,3.25,9.15
2017-10-30,10321.63,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5160.81,321.63,0,3.22,8.75
2017-10-31,10296.48,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5135.66,296.48,0,2.96,8.87
2017-11-01,10329.7,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5168.88,329.7,0,3.3,9.06
2017-11-02,10334.18,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5173.36,334.18,0,3.34,9.11
2017-11-03,10372.5,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5211.68,372.5,0,3.73,9.47
2017-11-06,10368.14,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5207.32,368.14,0,3.68,9.64
2017-11-07,10347.67,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5186.85,347.67,0,3.48,9.59
2017-11-08,10374.68,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5213.86,374.68,0,3.75,9.75
2017-11-09,10324.39,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5163.57,324.39,0,3.24,9.36
2017-11-10,10294.67,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5133.85,294.67,0,2.95,9.29
2017-11-13,10323.19,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5162.37,323.19,0,3.23,9.42
2017-11-14,10338.04,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5177.22,338.04,0,3.38,9.16
2017-11-15,10281.53,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5120.71,281.53,0,2.82,8.6
2017-11-16,10350.15,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5189.33,350.15,0,3.5,9.52
2017-11-17,10294.48,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5133.66,294.48,0,2.94,9.23
2017-11-20,10297.45,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5136.63,297.45,0,2.97,9.37
2017-11-21,10363.21,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5202.39,363.21,0,3.63,10.1
2017-11-22,10384.02,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5223.2,384.02,0,3.84,10.02
2017-11-24,10417.36,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5256.54,417.36,0,4.17,10.25
2017-11-27,10451.17,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5290.35,451.17,0,4.51,10.22
2017-11-28,10472.8,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5311.98,472.8,0,4.73,11.31
2017-11-29,10278.35,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5117.53,278.35,0,2.78,11.27
2017-11-30,10285.71,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5124.89,285.71,0,2.86,12.2
2017-12-01,10241.51,5160.82,"['NFLX', 'GOOGL', 'AMZN']",5080.69,241.51,0,2.42,12.0
2017-12-04,10158.91,5160.82,"['NFLX', 'GOOGL', 'AMZN']",4998.09,158.91,0,1.59,11.88
2017-12-05,10183.69,7002.92,"['GOOGL', 'AMZN']",3180.77,226.99,-43.3,1.84,11.48
2017-12-06,10220.71,7002.92,"['GOOGL', 'AMZN']",3217.79,264.01,-43.3,2.21,11.47
2017-12-07,10251.85,7002.92,"['GOOGL', 'AMZN']",3248.93,295.15,-43.3,2.52,11.84
2017-12-08,10263.68,7002.92,"['GOOGL', 'AMZN']",3260.76,306.98,-43.3,2.64,12.45
2017-12-11,10275.78,7002.92,"['GOOGL', 'AMZN']",3272.86,319.08,-43.3,2.76,12.82
2017-12-12,10265.54,7002.92,"['GOOGL', 'AMZN']",3262.62,308.84,-43.3,2.66,13.01
2017-12-13,10269.83,7002.92,"['GOOGL', 'AMZN']",3266.91,313.13,-43.3,2.7,12.98
2017-12-14,10292.12,7002.92,"['GOOGL', 'AMZN']",3289.2,335.42,-43.3,2.92,12.53
2017-12-15,10326.06,7002.92,"['GOOGL', 'AMZN']",3323.14,369.36,-43.3,3.26,13.48
2017-12-18,10363.68,7002.92,"['GOOGL', 'AMZN']",3360.76,406.98,-43.3,3.64,14.19
2017-12-19,10349.86,7002.92,"['GOOGL', 'AMZN']",3346.94,393.16,-43.3,3.5,13.77
2017-12-20,10327.66,7002.92,"['GOOGL', 'AMZN']",3324.74,370.96,-43.3,3.28,13.68
2017-12-21,10319.38,7002.92,"['GOOGL', 'AMZN']",3316.46,362.68,-43.3,3.19,13.91
2017-12-22,10309.0,7002.92,"['GOOGL', 'AMZN']",3306.08,352.3,-43.3,3.09,13.89
2017-12-26,10311.38,7002.92,"['GOOGL', 'AMZN']",3308.46,354.68,-43.3,3.11,13.76
2017-12-27,10305.58,7002.92,"['GOOGL', 'AMZN']",3302.66,348.88,-43.3,3.06,13.82
2017-12-28,10300.92,7002.92,"['GOOGL', 'AMZN']",3298.0,344.22,-43.3,3.01,14.04
2017-12-29,10279.19,7002.92,"['GOOGL', 'AMZN']",3276.27,322.49,-43.3,2.79,13.64
2018-01-02,10338.35,7002.92,"['GOOGL', 'AMZN']",3335.43,381.65,-43.3,3.38,14.48
2018-01-03,10390.16,5156.22,"['GOOGL', 'AMZN', 'FB']",5233.94,433.46,-43.3,3.9,15.16
2018-01-04,10400.63,5156.22,"['GOOGL', 'AMZN', 'FB']",5244.41,443.93,-43.3,4.01,15.66
2018-01-05,10474.44,5156.22,"['GOOGL', 'AMZN', 'FB']",5318.22,517.74,-43.3,4.74,16.4
2018-01-08,10514.31,5156.22,"['GOOGL', 'AMZN', 'FB']",5358.09,557.61,-43.3,5.14,16.64
2018-01-09,10513.2,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7240.77,556.5,-43.3,5.13,16.89
2018-01-10,10538.12,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7265.69,581.42,-43.3,5.38,16.69
2018-01-11,10606.07,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7333.64,649.37,-43.3,6.06,17.55
2018-01-12,10623.7,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7351.27,667.0,-43.3,6.24,18.33
2018-01-16,10616.36,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7343.93,659.66,-43.3,6.16,17.9
2018-01-17,10579.13,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7306.7,622.43,-43.3,5.79,19.04
2018-01-18,10618.66,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7346.23,661.96,-43.3,6.19,18.88
2018-01-19,10651.05,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7378.62,694.35,-43.3,6.51,19.38
2018-01-22,10829.98,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7557.55,873.28,-43.3,8.3,20.34
2018-01-23,11133.42,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7860.99,1176.72,-43.3,11.33,20.62
2018-01-24,11189.72,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7917.29,1233.02,-43.3,11.9,20.56
2018-01-25,11316.76,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8044.33,1360.06,-43.3,13.17,20.61
2018-01-26,11421.0,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8148.57,1464.3,-43.3,14.21,22.01
2018-01-29,11484.18,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8211.75,1527.48,-43.3,14.84,21.17
2018-01-30,11445.39,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8172.96,1488.69,-43.3,14.45,19.88
2018-01-31,11389.36,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8116.93,1432.66,-43.3,13.89,19.99
2018-02-01,11342.14,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8069.71,1385.44,-43.3,13.42,19.87
2018-02-02,11250.45,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7978.02,1293.75,-43.3,12.5,17.3
2018-02-05,10888.15,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7615.72,931.45,-43.3,8.88,12.48
2018-02-06,11128.71,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7856.28,1172.01,-43.3,11.29,14.56
2018-02-07,10982.87,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7710.44,1026.17,-43.3,9.83,13.94
2018-02-08,10605.05,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7332.62,648.35,-43.3,6.05,9.7
2018-02-09,10710.9,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7438.47,754.2,-43.3,7.11,11.4
2018-02-12,10853.43,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7581.0,896.73,-43.3,8.53,12.92
2018-02-13,10851.15,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7578.72,894.45,-43.3,8.51,13.3
2018-02-14,11058.08,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7785.65,1101.38,-43.3,10.58,14.79
2018-02-15,11238.94,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7966.51,1282.24,-43.3,12.39,16.27
2018-02-16,11192.4,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7919.97,1235.7,-43.3,11.92,16.26
2018-02-20,11215.01,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7942.58,1258.31,-43.3,12.15,15.56
2018-02-21,11291.31,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",8018.88,1334.61,-43.3,12.91,14.95
2018-02-22,11270.73,3272.43,"['GOOGL', 'AMZN', 'FB', 'NFLX']",7998.3,1314.03,-43.3,12.71,15.09
2018-02-23,11434.88,5105.33,"['GOOGL', 'AMZN', 'NFLX']",6329.55,1491.98,-57.1,14.35,16.98
2018-02-26,11562.12,7392.73,"['AMZN', 'NFLX']",4169.39,1279.26,282.86,15.62,18.33
2018-02-27,11520.2,7392.73,"['AMZN', 'NFLX']",4127.47,1237.34,282.86,15.2,16.82
2018-02-28,11527.6,7392.73,"['AMZN', 'NFLX']",4134.87,1244.74,282.86,15.28,15.52
2018-03-01,11499.69,7392.73,"['AMZN', 'NFLX']",4106.96,1216.83,282.86,15.0,13.99
2018-03-02,11602.43,7392.73,"['AMZN', 'NFLX']",4209.7,1319.57,282.86,16.02,14.6
2018-03-05,11751.34,7392.73,"['AMZN', 'NFLX']",4358.61,1468.48,282.86,17.51,15.92
2018-03-06,11857.35,7392.73,"['AMZN', 'NFLX']",4464.62,1574.49,282.86,18.57,16.21
2018-03-07,11828.17,7392.73,"['AMZN', 'NFLX']",4435.44,1545.31,282.86,18.28,16.16
2018-03-08,11797.59,7392.73,"['AMZN', 'NFLX']",4404.86,1514.73,282.86,17.98,16.7
2018-03-09,11954.58,7392.73,"['AMZN', 'NFLX']",4561.85,1671.72,282.86,19.55,18.72
2018-03-12,11882.82,7392.73,"['AMZN', 'NFLX']",4490.09,1599.96,282.86,18.83,18.6
2018-03-13,11823.83,7392.73,"['AMZN', 'NFLX']",4431.1,1540.97,282.86,18.24,17.82
2018-03-14,11877.68,7392.73,"['AMZN', 'NFLX']",4484.95,1594.82,282.86,18.78,17.2
2018-03-15,11864.86,7392.73,"['AMZN', 'NFLX']",4472.13,1582.0,282.86,18.65,17.09
2018-03-16,11830.46,6258.31,"['AMZN', 'NFLX', 'GOOGL']",5572.15,1547.6,282.86,18.3,17.21
2018-03-19,11724.63,6258.31,"['AMZN', 'NFLX', 'GOOGL']",5466.32,1441.77,282.86,17.25,15.64
2018-03-20,11798.12,6258.31,"['AMZN', 'NFLX', 'GOOGL']",5539.81,1515.26,282.86,17.98,15.85
2018-03-21,11782.49,7352.31,"['AMZN', 'NFLX']",4430.18,1540.05,242.44,17.82,15.58
2018-03-22,11657.53,7352.31,"['AMZN', 'NFLX']",4305.22,1415.09,242.44,16.58,12.71
2018-03-23,11556.33,7352.31,"['AMZN', 'NFLX']",4204.02,1313.89,242.44,15.56,10.31
2018-03-26,11791.32,7352.31,"['AMZN', 'NFLX']",4439.01,1548.88,242.44,17.91,13.33
2018-03-27,11555.57,7352.31,"['AMZN', 'NFLX']",4203.26,1313.13,242.44,15.56,11.37
2018-03-28,11355.66,7352.31,"['AMZN', 'NFLX']",4003.35,1113.22,242.44,13.56,11.05
2018-03-29,11457.8,7352.31,"['AMZN', 'NFLX']",4105.49,1215.36,242.44,14.58,12.65
2018-04-02,11246.91,7352.31,"['AMZN', 'NFLX']",3894.6,1004.47,242.44,12.47,10.05
2018-04-03,11297.39,7352.31,"['AMZN', 'NFLX']",3945.08,1054.95,242.44,12.97,11.44
2018-04-04,11363.34,7352.31,"['AMZN', 'NFLX']",4011.03,1120.9,242.44,13.63,12.73
2018-04-05,11449.79,7352.31,"['AMZN', 'NFLX']",4097.48,1207.35,242.44,14.5,13.54
2018-04-06,11357.19,7352.31,"['AMZN', 'NFLX']",4004.88,1114.75,242.44,13.57,11.04
2018-04-09,11367.76,7352.31,"['AMZN', 'NFLX']",4015.45,1125.32,242.44,13.68,11.5
2018-04-10,11471.16,7352.31,"['AMZN', 'NFLX']",4118.85,1228.72,242.44,14.71,13.33
2018-04-11,11512.39,7352.31,"['AMZN', 'NFLX']",4160.08,1269.95,242.44,15.12,12.73
2018-04-12,11584.06,7352.31,"['AMZN', 'NFLX']",4231.75,1341.62,242.44,15.84,13.68
2018-04-13,11587.95,8783.1,['NFLX'],2804.85,921.06,666.89,15.88,13.36
2018-04-16,11553.12,8783.1,['NFLX'],2770.02,886.23,666.89,15.53,14.28
2018-04-17,11807.64,8783.1,['NFLX'],3024.54,1140.75,666.89,18.08,15.51
2018-04-18,11793.78,8783.1,['NFLX'],3010.68,1126.89,666.89,17.94,15.58
2018-04-19,11777.4,8783.1,['NFLX'],2994.3,1110.51,666.89,17.77,14.94
2018-04-20,11733.03,8783.1,['NFLX'],2949.93,1066.14,666.89,17.33,14.01
2018-04-23,11651.31,8783.1,['NFLX'],2868.21,984.42,666.89,16.51,13.96
2018-04-24,11546.28,8783.1,['NFLX'],2763.18,879.39,666.89,15.46,12.41
2018-04-25,11534.94,8783.1,['NFLX'],2751.84,868.05,666.89,15.35,12.7
2018-04-26,11608.92,6799.43,"['NFLX', 'MSFT']",4809.49,942.03,666.89,16.09,13.86
2018-04-27,11621.77,6799.43,"['NFLX', 'MSFT']",4822.34,954.88,666.89,16.22,13.98
2018-04-30,11579.67,6799.43,"['NFLX', 'MSFT']",4780.24,912.78,666.89,15.8,13.05
2018-05-01,11618.37,6799.43,"['NFLX', 'MSFT']",4818.94,951.48,666.89,16.18,13.29
2018-05-02,11587.56,6799.43,"['NFLX', 'MSFT']",4788.13,920.67,666.89,15.88,12.51
2018-05-03,11584.31,6799.43,"['NFLX', 'MSFT']",4784.88,917.42,666.89,15.84,12.25
2018-05-04,11682.85,6799.43,"['NFLX', 'MSFT']",4883.42,1015.96,666.89,16.83,13.74
2018-05-07,11760.69,5199.29,"['NFLX', 'MSFT', 'AMZN']",6561.4,1093.8,666.89,17.61,14.09
2018-05-08,11749.98,5199.29,"['NFLX', 'MSFT', 'AMZN']",6550.69,1083.09,666.89,17.5,14.09
2018-05-09,11820.06,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8447.37,1153.17,666.89,18.2,15.2
2018-05-10,11863.95,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8491.26,1197.06,666.89,18.64,16.28
