Date,Total Value of Portfolio,Cash on Hand,Shares Owned,Amount in Shares,Unrealised Profit,Realised Profit,Total Growth Rate,Benchmark Growth Rate
2018-05-11,11839.7,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8467.01,1172.81,666.89,18.4,16.56
2018-05-14,11860.41,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8487.72,1193.52,666.89,18.6,16.69
2018-05-15,11775.25,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8402.56,1108.36,666.89,17.75,15.89
2018-05-16,11799.01,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8426.32,1132.12,666.89,17.99,16.38
2018-05-17,11751.86,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8379.17,1084.97,666.89,17.52,16.28
2018-05-18,11728.11,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8355.42,1061.22,666.89,17.28,16.0
2018-05-21,11852.27,3372.69,"['NFLX', 'MSFT', 'AMZN', 'FB']",8479.58,1185.38,666.89,18.52,16.85
2018-05-22,11837.4,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9540.02,1170.51,666.89,18.37,16.51
2018-05-23,12041.92,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9744.54,1375.03,666.89,20.42,16.88
2018-05-24,12066.66,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9769.28,1399.77,666.89,20.67,16.65
2018-05-25,12081.32,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9783.94,1414.43,666.89,20.81,16.36
2018-05-29,12054.79,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9757.42,1387.9,666.89,20.55,15.01
2018-05-30,12149.67,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9852.29,1482.78,666.89,21.5,16.53
2018-05-31,12198.25,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9900.87,1531.36,666.89,21.98,15.78
2018-06-01,12383.45,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10086.07,1716.56,666.89,23.83,17.0
2018-06-04,12453.64,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10156.26,1786.75,666.89,24.54,17.51
2018-06-05,12526.2,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10228.82,1859.31,666.89,25.26,17.68
2018-06-06,12526.72,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10229.34,1859.83,666.89,25.27,18.62
2018-06-07,12387.66,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10090.29,1720.77,666.89,23.88,18.56
2018-06-08,12398.23,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10100.85,1731.34,666.89,23.98,18.93
2018-06-11,12431.61,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10134.23,1764.72,666.89,24.32,19.09
2018-06-12,12484.04,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10186.66,1817.15,666.89,24.84,19.29
2018-06-13,12621.47,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10324.09,1954.58,666.89,26.21,18.81
2018-06-14,12828.86,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10531.48,2161.97,666.89,28.29,19.16
2018-06-15,12775.25,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10477.87,2108.36,666.89,27.75,19.05
2018-06-18,12833.19,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10535.81,2166.3,666.89,28.33,18.77
2018-06-19,12962.31,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10664.93,2295.42,666.89,29.62,18.32
2018-06-20,13155.46,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10858.08,2488.57,666.89,31.55,18.53
2018-06-21,13088.66,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10791.28,2421.77,666.89,30.89,17.79
2018-06-22,13021.78,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10724.4,2354.89,666.89,30.22,18.0
2018-06-25,12603.17,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10305.79,1936.28,666.89,26.03,16.37
2018-06-26,12799.72,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10502.34,2132.83,666.89,28.0,16.62
2018-06-27,12608.31,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10310.93,1941.42,666.89,26.08,15.66
2018-06-28,12731.3,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10433.92,2064.41,666.89,27.31,16.36
2018-06-29,12676.63,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10379.25,2009.74,666.89,26.77,16.65
2018-07-02,12824.27,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10526.89,2157.38,666.89,28.24,16.79
2018-07-03,12643.09,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10345.71,1976.2,666.89,26.43,16.32
2018-07-05,12816.9,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10519.52,2150.01,666.89,28.17,17.31
2018-07-06,13007.72,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10710.34,2340.83,666.89,30.08,18.29
2018-07-09,13174.48,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10877.1,2507.59,666.89,31.74,19.34
2018-07-10,13142.03,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10844.65,2475.14,666.89,31.42,19.75
2018-07-11,13172.5,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10875.12,2505.61,666.89,31.73,18.93
2018-07-12,13288.08,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10990.7,2621.19,666.89,32.88,19.95
2018-07-13,13178.56,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10881.18,2511.67,666.89,31.79,20.06
2018-07-16,13210.34,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10912.96,2543.45,666.89,32.1,19.98
2018-07-17,13108.93,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10811.55,2442.04,666.89,31.09,20.5
2018-07-18,13044.76,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10747.38,2377.87,666.89,30.45,20.71
2018-07-19,12874.98,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10577.6,2208.09,666.89,28.75,20.26
2018-07-20,12903.9,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10606.52,2237.01,666.89,29.04,20.14
2018-07-23,12965.44,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10668.06,2298.55,666.89,29.65,20.37
2018-07-24,13022.81,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10725.43,2355.92,666.89,30.23,20.94
2018-07-25,13220.22,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10922.84,2553.33,666.89,32.2,22.05
2018-07-26,12738.18,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10440.8,2071.29,666.89,27.38,21.69
2018-07-27,12589.22,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10291.84,1922.33,666.89,25.89,20.9
2018-07-30,12258.94,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",9961.56,1592.05,666.89,22.59,20.2
2018-07-31,12306.96,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10009.58,1640.07,666.89,23.07,20.81
2018-08-01,12335.76,2297.38,"['NFLX', 'MSFT', 'AMZN', 'FB', 'GOOGL']",10038.38,1668.87,666.89,23.36,20.66
2018-08-02,12510.6,5397.88,"['MSFT', 'AMZN', 'FB', 'GOOGL']",7112.72,627.0,1883.6,25.11,21.27
2018-08-03,12520.63,5397.88,"['MSFT', 'AMZN', 'FB', 'GOOGL']",7122.75,637.03,1883.6,25.21,21.86
2018-08-06,12625.6,5397.88,"['MSFT', 'AMZN', 'FB', 'GOOGL']",7227.72,742.0,1883.6,26.26,22.32
2018-08-07,12655.55,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5419.57,760.45,1895.1,26.56,22.66
2018-08-08,12697.97,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5461.99,802.87,1895.1,26.98,22.6
2018-08-09,12716.91,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5480.93,821.81,1895.1,27.17,22.44
2018-08-10,12678.58,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5442.6,783.48,1895.1,26.79,21.61
2018-08-13,12667.91,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5431.93,772.81,1895.1,26.68,21.15
2018-08-14,12729.39,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5493.41,834.29,1895.1,27.29,21.94
2018-08-15,12635.16,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5399.18,740.06,1895.1,26.35,21.04
2018-08-16,12630.48,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5394.5,735.38,1895.1,26.3,22.02
2018-08-17,12616.69,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5380.71,721.59,1895.1,26.17,22.43
2018-08-20,12602.22,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5366.24,707.12,1895.1,26.02,22.7
2018-08-21,12585.5,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5349.53,690.4,1895.1,25.86,22.96
2018-08-22,12634.24,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5398.26,739.14,1895.1,26.34,22.93
2018-08-23,12642.26,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5406.28,747.16,1895.1,26.42,22.75
2018-08-24,12678.16,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5442.18,783.06,1895.1,26.78,23.52
2018-08-27,12745.43,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5509.46,850.33,1895.1,27.45,24.45
2018-08-28,12754.17,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5518.19,859.07,1895.1,27.54,24.52
2018-08-29,12875.58,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5639.6,980.48,1895.1,28.76,25.2
2018-08-30,12868.17,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5632.19,973.07,1895.1,28.68,24.69
2018-08-31,12863.92,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5627.94,968.82,1895.1,28.64,24.7
2018-09-04,12857.07,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5621.1,961.97,1895.1,28.57,24.53
2018-09-05,12731.85,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5495.87,836.75,1895.1,27.32,24.17
2018-09-06,12685.54,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5449.56,790.44,1895.1,26.86,23.81
2018-09-07,12661.65,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5425.67,766.55,1895.1,26.62,23.51
2018-09-10,12670.89,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5434.91,775.79,1895.1,26.71,23.74
2018-09-11,12773.42,7235.98,"['MSFT', 'AMZN', 'GOOGL']",5537.44,878.32,1895.1,27.73,24.21
2018-09-12,12767.85,8407.58,"['MSFT', 'AMZN']",4360.28,776.46,1991.39,27.68,24.23
2018-09-13,12793.19,8407.58,"['MSFT', 'AMZN']",4385.61,801.8,1991.39,27.93,24.93
2018-09-14,12783.27,8407.58,"['MSFT', 'AMZN']",4375.69,791.88,1991.39,27.83,25.0
2018-09-17,12695.01,8407.58,"['MSFT', 'AMZN']",4287.43,703.62,1991.39,26.95,24.29
2018-09-18,12750.73,8407.58,"['MSFT', 'AMZN']",4343.15,759.34,1991.39,27.51,24.97
2018-09-19,12704.06,6572.78,"['MSFT', 'AMZN', 'NFLX']",6131.28,712.67,1991.39,27.04,25.11
2018-09-20,12753.62,6572.78,"['MSFT', 'AMZN', 'NFLX']",6180.84,762.23,1991.39,27.54,26.11
2018-09-21,12718.12,6572.78,"['MSFT', 'AMZN', 'NFLX']",6145.34,726.73,1991.39,27.18,26.03
2018-09-24,12788.27,6572.78,"['MSFT', 'AMZN', 'NFLX']",6215.49,796.88,1991.39,27.88,25.61
2018-09-25,12822.89,6572.78,"['MSFT', 'AMZN', 'NFLX']",6250.11,831.5,1991.39,28.23,25.45
2018-09-26,12855.47,6572.78,"['MSFT', 'AMZN', 'NFLX']",6282.69,864.08,1991.39,28.55,25.08
2018-09-27,12916.87,6572.78,"['MSFT', 'AMZN', 'NFLX']",6344.09,925.48,1991.39,29.17,25.43
2018-09-28,12873.14,6572.78,"['MSFT', 'AMZN', 'NFLX']",6300.37,881.75,1991.39,28.73,25.42
2018-10-01,12937.31,6572.78,"['MSFT', 'AMZN', 'NFLX']",6364.54,945.92,1991.39,29.37,25.88
2018-10-02,12873.05,6572.78,"['MSFT', 'AMZN', 'NFLX']",6300.28,881.66,1991.39,28.73,25.87
2018-10-03,12854.48,6572.78,"['MSFT', 'AMZN', 'NFLX']",6281.7,863.09,1991.39,28.54,25.98
2018-10-04,12693.64,6572.78,"['MSFT', 'AMZN', 'NFLX']",6120.86,702.25,1991.39,26.94,24.94
2018-10-05,12598.37,6572.78,"['MSFT', 'AMZN', 'NFLX']",6025.59,606.98,1991.39,25.98,24.24
2018-10-08,12534.73,6572.78,"['MSFT', 'AMZN', 'NFLX']",5961.95,543.34,1991.39,25.35,24.21
2018-10-09,12603.59,6572.78,"['MSFT', 'AMZN', 'NFLX']",6030.82,612.2,1991.39,26.04,24.05
2018-10-10,12209.99,6572.78,"['MSFT', 'AMZN', 'NFLX']",5637.21,218.6,1991.39,22.1,20.04
2018-10-11,12144.85,8292.14,"['MSFT', 'NFLX']",3852.71,34.24,2110.61,21.45,17.51
2018-10-12,12314.81,8292.14,"['MSFT', 'NFLX']",4022.67,204.2,2110.61,23.15,19.1
2018-10-15,12240.86,8292.14,"['MSFT', 'NFLX']",3948.72,130.25,2110.61,22.41,18.45
2018-10-16,12379.35,8292.14,"['MSFT', 'NFLX']",4087.21,268.74,2110.61,23.79,20.97
2018-10-17,12464.7,8292.14,"['MSFT', 'NFLX']",4172.56,354.09,2110.61,24.65,21.01
2018-10-18,12327.85,8292.14,"['MSFT', 'NFLX']",4035.72,217.24,2110.61,23.28,19.31
2018-10-19,12261.05,8292.14,"['MSFT', 'NFLX']",3968.91,150.44,2110.61,22.61,19.22
2018-10-22,12265.98,8292.14,"['MSFT', 'NFLX']",3973.84,155.37,2110.61,22.66,18.73
2018-10-23,12251.62,9957.94,['MSFT'],2293.68,310.01,1941.61,22.52,18.01
2018-10-24,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.49
2018-10-25,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.54
2018-10-26,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.48
2018-10-29,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,13.89
2018-10-30,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,15.63
2018-10-31,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.84
2018-11-01,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,18.05
2018-11-02,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,17.32
2018-11-05,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,17.99
2018-11-06,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,18.74
2018-11-07,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,21.24
2018-11-08,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,21.04
2018-11-09,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,19.92
2018-11-12,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,17.6
2018-11-13,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,17.41
2018-11-14,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.6
2018-11-15,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,17.81
2018-11-16,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,18.11
2018-11-19,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.15
2018-11-20,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.02
2018-11-21,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.4
2018-11-23,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,13.66
2018-11-26,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,15.44
2018-11-27,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,15.8
2018-11-28,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,18.5
2018-11-29,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,18.26
2018-11-30,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,19.05
2018-12-03,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,20.52
2018-12-04,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.78
2018-12-06,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,16.48
2018-12-07,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,13.78
2018-12-10,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,13.91
2018-12-11,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,13.94
2018-12-12,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.57
2018-12-13,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,14.54
2018-12-14,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,12.42
2018-12-17,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,10.14
2018-12-18,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,10.1
2018-12-19,12128.98,12128.98,[],0.0,-0.0,2128.98,21.29,8.34
2018-12-20,12128.98,10162.35,['MSFT'],1966.63,-0.0,2128.98,21.29,6.56
2018-12-21,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,4.44
2018-12-24,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,1.56
2018-12-26,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,6.7
2018-12-27,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,7.69
2018-12-28,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,7.56
2018-12-31,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,8.53
2019-01-02,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,8.61
2019-01-03,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,6.02
2019-01-04,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,9.52
2019-01-07,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,10.34
2019-01-08,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,11.41
2019-01-09,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,11.93
2019-01-10,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,12.39
2019-01-11,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,12.34
2019-01-14,12065.43,12065.43,[],0.0,-0.0,2065.43,20.65,11.72
2019-01-15,12065.43,10292.23,['NFLX'],1773.2,-0.0,2065.43,20.65,13.03
2019-01-16,12049.18,10292.23,['NFLX'],1756.95,-16.25,2065.43,20.49,13.28
2019-01-17,12058.18,10292.23,['NFLX'],1765.95,-7.25,2065.43,20.58,14.13
2019-01-18,11987.73,10292.23,['NFLX'],1695.5,-77.7,2065.43,19.88,15.66
2019-01-22,11918.03,10292.23,['NFLX'],1625.8,-147.4,2065.43,19.18,14.12
2019-01-23,11902.18,7331.92,"['NFLX', 'GOOGL', 'FB']",4570.26,-163.25,2065.43,19.02,14.29
2019-01-24,11945.06,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6268.07,-120.37,2065.43,19.45,14.4
2019-01-25,12076.45,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6399.46,11.02,2065.43,20.76,15.38
2019-01-28,11990.15,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6313.16,-75.28,2065.43,19.9,14.48
2019-01-29,11859.9,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6182.91,-205.53,2065.43,18.6,14.34
2019-01-30,12104.17,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6427.18,38.74,2065.43,21.04,16.15
2019-01-31,12386.08,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6709.09,320.65,2065.43,23.86,17.12
2019-02-01,12275.32,5676.99,"['NFLX', 'GOOGL', 'FB', 'AMZN']",6598.33,209.89,2065.43,22.75,17.22
2019-02-04,12408.67,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8677.83,343.24,2065.43,24.09,18.05
2019-02-05,12519.04,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8788.2,453.61,2065.43,25.19,18.58
2019-02-06,12422.8,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8691.96,357.37,2065.43,24.23,18.43
2019-02-07,12275.11,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8544.27,209.68,2065.43,22.75,17.27
2019-02-08,12279.44,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8548.6,214.01,2065.43,22.79,17.42
2019-02-11,12245.01,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8514.17,179.58,2065.43,22.45,17.48
2019-02-12,12409.12,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8678.27,343.69,2065.43,24.09,19.0
2019-02-13,12357.07,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8626.23,291.64,2065.43,23.57,19.36
2019-02-14,12376.89,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8646.05,311.46,2065.43,23.77,19.1
2019-02-15,12347.06,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8616.22,281.63,2065.43,23.47,20.41
2019-02-19,12395.17,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8664.33,329.74,2065.43,23.95,20.62
2019-02-20,12366.93,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8636.09,301.5,2065.43,23.67,20.9
2019-02-21,12342.2,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8611.36,276.77,2065.43,23.42,20.46
2019-02-22,12449.81,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8718.96,384.38,2065.43,24.5,21.18
2019-02-25,12503.42,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8772.58,437.99,2065.43,25.03,21.36
2019-02-26,12524.66,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8793.82,459.23,2065.43,25.25,21.27
2019-02-27,12499.06,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8768.22,433.63,2065.43,24.99,21.21
2019-02-28,12457.34,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8726.5,391.91,2065.43,24.57,20.93
2019-03-01,12527.34,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8796.5,461.91,2065.43,25.27,21.76
2019-03-04,12586.46,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8855.62,521.03,2065.43,25.86,21.29
2019-03-05,12655.01,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8924.17,589.58,2065.43,26.55,21.15
2019-03-06,12671.0,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8940.16,605.57,2065.43,26.71,20.37
2019-03-07,12509.79,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8778.94,444.36,2065.43,25.1,19.41
2019-03-08,12497.08,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8766.24,431.65,2065.43,24.97,19.16
2019-03-11,12697.49,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8966.65,632.06,2065.43,26.97,20.9
2019-03-12,12717.66,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",8986.82,652.23,2065.43,27.18,21.33
2019-03-13,12797.0,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",9066.15,731.57,2065.43,27.97,22.16
2019-03-14,12733.99,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",9003.15,668.56,2065.43,27.34,22.12
2019-03-15,12741.03,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",9010.19,675.6,2065.43,27.41,22.71
2019-03-18,12738.02,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",9007.18,672.59,2065.43,27.38,23.15
2019-03-19,12764.11,3730.84,"['NFLX', 'GOOGL', 'FB', 'AMZN', 'MSFT']",9033.27,698.68,2065.43,27.64,23.19
